Position,Amplitude
-10.0,-0.00931982497851
-9.97997997998,0.0377177073275
-9.95995995996,-0.0501944995102
-9.93993993994,-0.000615529420803
-9.91991991992,0.0541876399046
-9.8998998999,-0.0819427751576
-9.87987987988,0.010088706135
-9.85985985986,-0.019314653895
-9.83983983984,-0.0465277691155
-9.81981981982,-0.0135089658196
-9.7997997998,0.0216061932941
-9.77977977978,0.00887756151002
-9.75975975976,0.0274718806174
-9.73973973974,-0.0029485902648
-9.71971971972,0.0444080127157
-9.6996996997,-0.0222035649431
-9.67967967968,0.0168014253051
-9.65965965966,0.0184100587994
-9.63963963964,-0.00532986906135
-9.61961961962,0.00225533160465
-9.5995995996,0.00701722420134
-9.57957957958,0.034402710262
-9.55955955956,-0.00778765402416
-9.53953953954,0.0122131249174
-9.51951951952,0.0404665485668
-9.4994994995,0.0486404321897
-9.47947947948,0.0504356301193
-9.45945945946,0.0472978429079
-9.43943943944,0.063051119459
-9.41941941942,-0.0292213025351
-9.3993993994,-0.0176559568339
-9.37937937938,0.0271981599591
-9.35935935936,0.00665419987706
-9.33933933934,-0.00585512522949
-9.31931931932,0.00484773117606
-9.2992992993,-0.0340847766964
-9.27927927928,0.0359801260982
-9.25925925926,0.0311450528555
-9.23923923924,0.00666650225162
-9.21921921922,-0.00610267035568
-9.1991991992,-0.0964102373495
-9.17917917918,0.0624875872875
-9.15915915916,0.0409928664144
-9.13913913914,0.0156515768563
-9.11911911912,0.0152707873829
-9.0990990991,-0.00927683420254
-9.07907907908,-0.0349275978651
-9.05905905906,-0.0697995570183
-9.03903903904,0.04749823701
-9.01901901902,-0.0503986034171
-8.998998999,0.0631935372226
-8.97897897898,0.051230666347
-8.95895895896,-0.0326172254477
-8.93893893894,-0.016316230956
-8.91891891892,-0.0522248803717
-8.8988988989,-0.00940968664725
-8.87887887888,-0.0027537983838
-8.85885885886,-0.00484168864419
-8.83883883884,-0.0403142331936
-8.81881881882,0.0316224706701
-8.7987987988,-0.00271925032467
-8.77877877878,0.0589395885869
-8.75875875876,-0.034481966113
-8.73873873874,-0.0308238047157
-8.71871871872,0.0330842288971
-8.6986986987,-0.0404060894477
-8.67867867868,0.0554655917923
-8.65865865866,0.0360228527861
-8.63863863864,0.0316806567927
-8.61861861862,0.0156164091245
-8.5985985986,-0.0255023640843
-8.57857857858,0.0151037685659
-8.55855855856,-0.0256816395226
-8.53853853854,0.0792961538417
-8.51851851852,-0.0658299857013
-8.4984984985,0.0348036074597
-8.47847847848,0.0706435019083
-8.45845845846,-0.00724274692742
-8.43843843844,0.0280001286154
-8.41841841842,0.0300842990843
-8.3983983984,0.0250057083484
-8.37837837838,0.020620563345
-8.35835835836,0.00376512313423
-8.33833833834,-0.0490415538489
-8.31831831832,0.0646322118534
-8.2982982983,-0.0290793016992
-8.27827827828,-0.0333922745313
-8.25825825826,0.0196292383809
-8.23823823824,0.0442698036905
-8.21821821822,0.023242069333
-8.1981981982,0.015534817292
-8.17817817818,-0.00569961165966
