Time,Sine_Model,Multisine_Model,Synthetic_Data,Synthetic_Fit
0.0,0.0,1.5,1.61520596652,1.50453064323
0.00500500500501,0.0314421909191,1.48770270326,1.41951259981,1.5144653724
0.01001001001,0.0628532900445,1.47346509276,1.43964777784,1.52242422235
0.015015015015,0.0942022363276,1.45730754313,1.58539704731,1.528395873
0.02002002002,0.12545803018,1.4392532297,1.54107788015,1.53237189866
0.025025025025,0.156589764129,1.41932809414,1.64357302236,1.53434677885
0.03003003003,0.187566653376,1.39756080565,1.47334457076,1.53431790433
0.035035035035,0.218358066245,1.37398271773,1.69556261036,1.53228557855
0.04004004004,0.248933554467,1.3486278206,1.65083259387,1.52825301437
0.045045045045,0.279262883293,1.32153268937,1.621170043,1.52222632615
0.0500500500501,0.309316061389,1.292736428,1.52989927725,1.5142145172
0.0550550550551,0.339063370495,1.26228060918,1.4941986773,1.50422946264
0.0600600600601,0.36847539481,1.2302092102,1.50185789612,1.49228588764
0.0650650650651,0.397523050084,1.19656854494,1.57452562366,1.47840134121
0.0700700700701,0.426177612372,1.16140719209,1.41437084051,1.46259616541
0.0750750750751,0.454410746445,1.12477591968,1.57743993778,1.44489346028
0.0800800800801,0.482194533802,1.08672760607,1.41529300631,1.42531904429
0.0850850850851,0.509501500284,1.04731715758,1.34448470102,1.40390141058
0.0900900900901,0.536304643237,1.00660142275,1.53277761747,1.38067167902
0.0950950950951,0.562577458218,0.964639103629,1.4169853055,1.35566354416
0.1001001001,0.588293965201,0.921490663901,1.47337495178,1.32891321912
0.105105105105,0.613428734267,0.877218234324,1.28035403059,1.30045937564
0.11011011011,0.637956910753,0.831885515431,1.31782660596,1.27034308029
0.115115115115,0.66185423983,0.785557677746,1.27331012036,1.23860772705
0.12012012012,0.685097090484,0.738301259661,0.999305474048,1.20529896624
0.125125125125,0.707662478887,0.690184063136,1.05800143941,1.17046463014
0.13013013013,0.729528091122,0.641275047422,1.23346705269,1.13415465518
0.135135135135,0.750672305253,0.59164422096,0.992843456034,1.09642100106
